Entity,Food Category,Sum of Production Value,Sum of Year,Target
South Korea,Bananas  Production (tonnes),597348330,121451,119469666
South Korea,Cocoa beans Production (tonnes),356246.89600000007,121451,71249.37920000001
South Korea,"Coffee, green Production (tonnes)",74979751.738,121451,14995950.347600002
South Korea,Grapes  Production (tonnes),38330991.271999985,121451,7666198.254399997
South Korea,Maize Production (tonnes),4863097,121451,972619.4
South Korea,"Meat, chicken  Production (tonnes)",31003373.700000003,121451,6200674.740000001
South Korea,Oranges  Production (tonnes),44035600.51599998,121451,8807120.103199996
South Korea,Palm oil  Production (tonnes),5187735.999999998,121451,1037547.1999999997
South Korea,"Peas, dry Production (tonnes)",83372111.82200001,121451,16674422.364400003
South Korea,Potatoes  Production (tonnes),20430858,121451,4086171.6
South Korea,Rice  Production (tonnes),11290093.030000001,121451,2258018.606
South Korea,Rye  Production (tonnes),69881718.38799997,121451,13976343.677599994
South Korea,Soybeans  Production (tonnes),230898869.03000003,121451,46179773.80600001
South Korea,Sugar cane Production (tonnes),3975623521.724,121451,795124704.3448
South Korea,Sunflower seed  Production (tonnes),67490473.976,121451,13498094.7952
South Korea,Sweet potatoes  Production (tonnes),229058235.96,121451,45811647.192
South Korea,Tea  Production (tonnes),2818599,121451,563719.8
South Korea,Tomatoes Production (tonnes),184092421,121451,36818484.2
South Korea,Wheat Production (tonnes),642014075,121451,128402815
South Korea,Yams  Production (tonnes),5957345.965999998,121451,1191469.1931999996
South Sudan,Apples Production (tonnes),5505649.6,20165,1101129.92
South Sudan,Avocados Production (tonnes),86337.84799999998,20165,17267.5696
South Sudan,Bananas  Production (tonnes),577860.8200000001,20165,115572.16400000002
South Sudan,Cocoa beans Production (tonnes),385526.4,20165,77105.28000000001
South Sudan,"Coffee, green Production (tonnes)",3063954.5679999995,20165,612790.9136
South Sudan,Grapes  Production (tonnes),1757936.252,20165,351587.2504
South Sudan,Maize Production (tonnes),1747011,20165,349402.2
South Sudan,"Meat, chicken  Production (tonnes)",1121019,20165,224203.80000000002
South Sudan,Oranges  Production (tonnes),3328630.8320000004,20165,665726.1664000001
South Sudan,Palm oil  Production (tonnes),1094224.5999999999,20165,218844.91999999998
South Sudan,"Peas, dry Production (tonnes)",3295304.808,20165,659060.9616
South Sudan,Potatoes  Production (tonnes),5694312,20165,1138862.4000000001
South Sudan,Rice  Production (tonnes),32101321.4,20165,6420264.28
South Sudan,Rye  Production (tonnes),6713916.2760000015,20165,1342783.2552000005
South Sudan,Soybeans  Production (tonnes),119006594.00000001,20165,23801318.800000004
South Sudan,Sugar cane Production (tonnes),4696591.258,20165,939318.2516000001
South Sudan,Sunflower seed  Production (tonnes),4071095.206,20165,814219.0412
South Sudan,Sweet potatoes  Production (tonnes),459243673.018,20165,91848734.60360001
South Sudan,Tea  Production (tonnes),35631,20165,7126.200000000001
South Sudan,Tomatoes Production (tonnes),110121,20165,22024.2
South Sudan,Wheat Production (tonnes),286251337,20165,57250267.400000006
South Sudan,Yams  Production (tonnes),6835694.634,20165,1367138.9268
South-eastern Asia (FAO),Apples Production (tonnes),112994397.09,121451,22598879.418
South-eastern Asia (FAO),Avocados Production (tonnes),8220132.581999999,121451,1644026.5163999998
South-eastern Asia (FAO),Bananas  Production (tonnes),194064.92,121451,38812.984000000004
South-eastern Asia (FAO),Cocoa beans Production (tonnes),6693557.632,121451,1338711.5264
South-eastern Asia (FAO),"Coffee, green Production (tonnes)",5655911.754000002,121451,1131182.3508000004
South-eastern Asia (FAO),Grapes  Production (tonnes),100875612.47599997,121451,20175122.495199993
South-eastern Asia (FAO),Maize Production (tonnes),1241959124,121451,248391824.8
South-eastern Asia (FAO),"Meat, chicken  Production (tonnes)",29248758.6,121451,5849751.720000001
South-eastern Asia (FAO),Oranges  Production (tonnes),145978934.60599998,121451,29195786.921199996
South-eastern Asia (FAO),Palm oil  Production (tonnes),127222835.55399998,121451,25444567.110799998
South-eastern Asia (FAO),"Peas, dry Production (tonnes)",15834628.255999997,121451,3166925.6511999997
South-eastern Asia (FAO),Potatoes  Production (tonnes),2358211,121451,471642.2
South-eastern Asia (FAO),Rice  Production (tonnes),277481486.536,121451,55496297.30720001
South-eastern Asia (FAO),Rye  Production (tonnes),37816777.718,121451,7563355.5436
South-eastern Asia (FAO),Soybeans  Production (tonnes),21036083.134000007,121451,4207216.626800002
South-eastern Asia (FAO),Sugar cane Production (tonnes),1081084804.0140002,121451,216216960.80280006
South-eastern Asia (FAO),Sunflower seed  Production (tonnes),117744297.55199996,121451,23548859.510399994
South-eastern Asia (FAO),Sweet potatoes  Production (tonnes),34471981.81,121451,6894396.362000001
South-eastern Asia (FAO),Tea  Production (tonnes),5381742,121451,1076348.4000000001
South-eastern Asia (FAO),Tomatoes Production (tonnes),8681772.200000001,121451,1736354.4400000004
South-eastern Asia (FAO),Wheat Production (tonnes),3079978979,121451,615995795.8000001
South-eastern Asia (FAO),Yams  Production (tonnes),41784798.27,121451,8356959.654000001
Southern Africa (FAO),Apples Production (tonnes),408099339.798,121451,81619867.9596
Southern Africa (FAO),Avocados Production (tonnes),7466951.1680000005,121451,1493390.2336000002
Southern Africa (FAO),Bananas  Production (tonnes),8336324.8659999985,121451,1667264.9732
Southern Africa (FAO),Cocoa beans Production (tonnes),2327273.2879999997,121451,465454.6576
Southern Africa (FAO),"Coffee, green Production (tonnes)",5480683.283999999,121451,1096136.6567999998
Southern Africa (FAO),Grapes  Production (tonnes),205606733.22,121451,41121346.644
Southern Africa (FAO),Maize Production (tonnes),579633276,121451,115926655.2
Southern Africa (FAO),"Meat, chicken  Production (tonnes)",34552044.4,121451,6910408.88
Southern Africa (FAO),Oranges  Production (tonnes),167002275.61599997,121451,33400455.123199996
Southern Africa (FAO),Palm oil  Production (tonnes),2637294.8640000005,121451,527458.9728000001
Southern Africa (FAO),"Peas, dry Production (tonnes)",9601444.794,121451,1920288.9588000001
Southern Africa (FAO),Potatoes  Production (tonnes),22486151,121451,4497230.2
Southern Africa (FAO),Rice  Production (tonnes),2525944685.642,121451,505188937.1284001
Southern Africa (FAO),Rye  Production (tonnes),40019727.87599997,121451,8003945.575199995
Southern Africa (FAO),Soybeans  Production (tonnes),73222357.03799999,121451,14644471.407599999
Southern Africa (FAO),Sugar cane Production (tonnes),4340040618.999999,121451,868008123.7999998
Southern Africa (FAO),Sunflower seed  Production (tonnes),209855107.47999993,121451,41971021.49599999
Southern Africa (FAO),Sweet potatoes  Production (tonnes),132249475.64000002,121451,26449895.128000006
Southern Africa (FAO),Tea  Production (tonnes),5947518,121451,1189503.6
Southern Africa (FAO),Tomatoes Production (tonnes),16455247,121451,3291049.4000000004
Southern Africa (FAO),Wheat Production (tonnes),2674783079,121451,534956615.8
Southern Africa (FAO),Yams  Production (tonnes),71586282.784,121451,14317256.5568
Southern Asia (FAO),Apples Production (tonnes),521301211.7020001,121451,104260242.34040003
Southern Asia (FAO),Avocados Production (tonnes),4933872.988,121451,986774.5976
Southern Asia (FAO),Bananas  Production (tonnes),295131927.32799995,121451,59026385.46559999
Southern Asia (FAO),Cocoa beans Production (tonnes),13839326.81,121451,2767865.362
Southern Asia (FAO),"Coffee, green Production (tonnes)",3365261.3559999997,121451,673052.2712
Southern Asia (FAO),Grapes  Production (tonnes),337164129.11999995,121451,67432825.82399999
Southern Asia (FAO),Maize Production (tonnes),1065693946,121451,213138789.20000002
Southern Asia (FAO),"Meat, chicken  Production (tonnes)",929490.5500000002,121451,185898.11000000004
Southern Asia (FAO),Oranges  Production (tonnes),118122506.07800001,121451,23624501.215600003
Southern Asia (FAO),Palm oil  Production (tonnes),42426878.488000005,121451,8485375.697600001
Southern Asia (FAO),"Peas, dry Production (tonnes)",26497362.33799999,121451,5299472.467599998
Southern Asia (FAO),Potatoes  Production (tonnes),26441492,121451,5288298.4
Southern Asia (FAO),Rice  Production (tonnes),965673514.4840002,121451,193134702.89680004
Southern Asia (FAO),Rye  Production (tonnes),225825369.49800003,121451,45165073.89960001
Southern Asia (FAO),Soybeans  Production (tonnes),382112915.5680001,121451,76422583.11360002
Southern Asia (FAO),Sugar cane Production (tonnes),4337059325.705999,121451,867411865.1412
Southern Asia (FAO),Sunflower seed  Production (tonnes),57897651.13,121451,11579530.226000002
Southern Asia (FAO),Sweet potatoes  Production (tonnes),81628576.178,121451,16325715.235600002
Southern Asia (FAO),Tea  Production (tonnes),6195451,121451,1239090.2
Southern Asia (FAO),Tomatoes Production (tonnes),113983,121451,22796.600000000002
Southern Asia (FAO),Wheat Production (tonnes),1724445009,121451,344889001.8
Southern Asia (FAO),Yams  Production (tonnes),61919302.97999998,121451,12383860.595999997
Southern Europe (FAO),Apples Production (tonnes),96083685.536,121451,19216737.1072
Southern Europe (FAO),Avocados Production (tonnes),10974472.290000003,121451,2194894.4580000006
Southern Europe (FAO),Bananas  Production (tonnes),20114341.634000007,121451,4022868.326800002
Southern Europe (FAO),Cocoa beans Production (tonnes),27991096.794000003,121451,5598219.358800001
Southern Europe (FAO),"Coffee, green Production (tonnes)",8400824.989999996,121451,1680164.9979999994
Southern Europe (FAO),Grapes  Production (tonnes),166088093.56599995,121451,33217618.71319999
Southern Europe (FAO),Maize Production (tonnes),1281682483,121451,256336496.60000002
Southern Europe (FAO),"Meat, chicken  Production (tonnes)",9309545,121451,1861909
Southern Europe (FAO),Oranges  Production (tonnes),137282842.42599997,121451,27456568.485199995
Southern Europe (FAO),Palm oil  Production (tonnes),11368016.559999999,121451,2273603.312
Southern Europe (FAO),"Peas, dry Production (tonnes)",16204199.001999998,121451,3240839.8004
Southern Europe (FAO),Potatoes  Production (tonnes),6523613,121451,1304722.6
Southern Europe (FAO),Rice  Production (tonnes),1950073590.714,121451,390014718.14280003
Southern Europe (FAO),Rye  Production (tonnes),353654754.9760001,121451,70730950.99520002
Southern Europe (FAO),Soybeans  Production (tonnes),75319406.612,121451,15063881.322400002
Southern Europe (FAO),Sugar cane Production (tonnes),673377881.6839997,121451,134675576.33679995
Southern Europe (FAO),Sunflower seed  Production (tonnes),63471667.06000001,121451,12694333.412000002
Southern Europe (FAO),Sweet potatoes  Production (tonnes),11282888.697999995,121451,2256577.739599999
Southern Europe (FAO),Tea  Production (tonnes),679306,121451,135861.2
Southern Europe (FAO),Tomatoes Production (tonnes),1001878,121451,200375.6
Southern Europe (FAO),Wheat Production (tonnes),2321136790,121451,464227358
Southern Europe (FAO),Yams  Production (tonnes),19020448.642000005,121451,3804089.7284000013
Spain,Apples Production (tonnes),70371001.92400002,121451,14074200.384800006
Spain,Avocados Production (tonnes),4513150.37,121451,902630.074
Spain,Bananas  Production (tonnes),216991461.854,121451,43398292.3708
Spain,Cocoa beans Production (tonnes),6902050.976000001,121451,1380410.1952000002
Spain,"Coffee, green Production (tonnes)",9646719.492,121451,1929343.8984000003
Spain,Grapes  Production (tonnes),111916238.36999995,121451,22383247.67399999
Spain,Maize Production (tonnes),181811640,121451,36362328
Spain,"Meat, chicken  Production (tonnes)",1970576.12,121451,394115.22400000005
Spain,Oranges  Production (tonnes),79307507.972,121451,15861501.594400002
Spain,Palm oil  Production (tonnes),7395732.638000001,121451,1479146.5276000004
Spain,"Peas, dry Production (tonnes)",14832517.544000002,121451,2966503.5088000004
Spain,Potatoes  Production (tonnes),94825000,121451,18965000
Spain,Rice  Production (tonnes),471875967.85999995,121451,94375193.572
Spain,Rye  Production (tonnes),109106855.21800005,121451,21821371.04360001
Spain,Soybeans  Production (tonnes),210519580.99999994,121451,42103916.19999999
Spain,Sugar cane Production (tonnes),1033498506.5340003,121451,206699701.30680007
Spain,Sunflower seed  Production (tonnes),26711775.479999997,121451,5342355.096
Spain,Sweet potatoes  Production (tonnes),123252930.75799999,121451,24650586.1516
Spain,Tea  Production (tonnes),14928708,121451,2985741.6
Spain,Tomatoes Production (tonnes),3122726.09,121451,624545.218
Spain,Wheat Production (tonnes),890850112,121451,178170022.4
Spain,Yams  Production (tonnes),295987327.2879998,121451,59197465.45759997
Sri Lanka,Apples Production (tonnes),178589338.36999997,121451,35717867.673999995
Sri Lanka,Avocados Production (tonnes),10275361.981999997,121451,2055072.3963999995
Sri Lanka,Bananas  Production (tonnes),119249861.12599991,121451,23849972.225199983
Sri Lanka,Cocoa beans Production (tonnes),637068.368,121451,127413.67360000001
Sri Lanka,"Coffee, green Production (tonnes)",10428052.369999995,121451,2085610.4739999992
Sri Lanka,Grapes  Production (tonnes),63294744.726,121451,12658948.945200002
Sri Lanka,Maize Production (tonnes),4412023,121451,882404.6000000001
Sri Lanka,"Meat, chicken  Production (tonnes)",349075,121451,69815
Sri Lanka,Oranges  Production (tonnes),18461137.233999994,121451,3692227.446799999
Sri Lanka,Palm oil  Production (tonnes),2587493.0280000004,121451,517498.6056000001
Sri Lanka,"Peas, dry Production (tonnes)",30136711.2,121451,6027342.24
Sri Lanka,Potatoes  Production (tonnes),233465160,121451,46693032
Sri Lanka,Rice  Production (tonnes),740887483.3219999,121451,148177496.66439998
Sri Lanka,Rye  Production (tonnes),105176926.51400004,121451,21035385.30280001
Sri Lanka,Soybeans  Production (tonnes),717438542.52,121451,143487708.504
Sri Lanka,Sugar cane Production (tonnes),1519810655.4460006,121451,303962131.08920014
Sri Lanka,Sunflower seed  Production (tonnes),117107825.12800005,121451,23421565.025600012
Sri Lanka,Sweet potatoes  Production (tonnes),347792914.9780001,121451,69558582.99560003
Sri Lanka,Tea  Production (tonnes),10502843,121451,2100568.6
Sri Lanka,Tomatoes Production (tonnes),36950757.4,121451,7390151.48
Sri Lanka,Wheat Production (tonnes),804244082,121451,160848816.4
Sri Lanka,Yams  Production (tonnes),22063191.035999987,121451,4412638.207199997
Sudan,Apples Production (tonnes),11006888.599999998,20165,2201377.7199999997
Sudan,Avocados Production (tonnes),394704.9159999999,20165,78940.98319999999
Sudan,Bananas  Production (tonnes),6069958.188,20165,1213991.6376
Sudan,Cocoa beans Production (tonnes),604608.7,20165,120921.73999999999
Sudan,"Coffee, green Production (tonnes)",1407975.358,20165,281595.0716
Sudan,Grapes  Production (tonnes),39424532.024,20165,7884906.4048
Sudan,Maize Production (tonnes),364951,20165,72990.2
Sudan,"Meat, chicken  Production (tonnes)",52170,20165,10434
Sudan,Oranges  Production (tonnes),33735823.8,20165,6747164.76
Sudan,Palm oil  Production (tonnes),3064204.5999999996,20165,612840.9199999999
Sudan,"Peas, dry Production (tonnes)",2581419.128,20165,516283.82560000004
Sudan,Potatoes  Production (tonnes),890547050,20165,178109410
Sudan,Rice  Production (tonnes),32638593.799999997,20165,6527718.76
Sudan,Rye  Production (tonnes),1172052.51,20165,234410.502
Sudan,Soybeans  Production (tonnes),5115769.6,20165,1023153.9199999999
Sudan,Sugar cane Production (tonnes),43929473.817999996,20165,8785894.7636
Sudan,Sunflower seed  Production (tonnes),26788804.720000003,20165,5357760.944000001
Sudan,Sweet potatoes  Production (tonnes),22985502.466,20165,4597100.493199999
Sudan,Tea  Production (tonnes),3386272,20165,677254.4
Sudan,Tomatoes Production (tonnes),1777651,20165,355530.2
Sudan,Wheat Production (tonnes),33015233,20165,6603046.600000001
Sudan,Yams  Production (tonnes),295854.10599999997,20165,59170.8212
Sudan (former),Apples Production (tonnes),125559600.34000003,101286,25111920.068000007
Sudan (former),Avocados Production (tonnes),4659716.226,101286,931943.2452
Sudan (former),Bananas  Production (tonnes),103628039.05999997,101286,20725607.811999995
Sudan (former),Cocoa beans Production (tonnes),6566513.036,101286,1313302.6072000002
Sudan (former),"Coffee, green Production (tonnes)",25134632.41399999,101286,5026926.4827999985
Sudan (former),Grapes  Production (tonnes),153516962.85599998,101286,30703392.5712
Sudan (former),Maize Production (tonnes),1975382,101286,395076.4
Sudan (former),"Meat, chicken  Production (tonnes)",8286856,101286,1657371.2000000002
Sudan (former),Oranges  Production (tonnes),58678322.392000005,101286,11735664.478400001
Sudan (former),Palm oil  Production (tonnes),35286984.39999999,101286,7057396.879999999
Sudan (former),"Peas, dry Production (tonnes)",7089114.152,101286,1417822.8304
Sudan (former),Potatoes  Production (tonnes),1592735154,101286,318547030.8
Sudan (former),Rice  Production (tonnes),390181599.1720001,101286,78036319.83440003
Sudan (former),Rye  Production (tonnes),88226097.02600001,101286,17645219.4052
Sudan (former),Soybeans  Production (tonnes),125599899.456,101286,25119979.891200002
Sudan (former),Sugar cane Production (tonnes),286368246.6439999,101286,57273649.32879998
Sudan (former),Sunflower seed  Production (tonnes),54190179.010000005,101286,10838035.802000001
Sudan (former),Sweet potatoes  Production (tonnes),106940246.01199996,101286,21388049.202399995
Sudan (former),Tea  Production (tonnes),5146893,101286,1029378.6000000001
Sudan (former),Tomatoes Production (tonnes),8695499.8,101286,1739099.9600000002
Sudan (former),Wheat Production (tonnes),152961026,101286,30592205.200000003
Sudan (former),Yams  Production (tonnes),12173587.088000003,101286,2434717.4176000007
Suriname,Apples Production (tonnes),56469351.876,121451,11293870.375200002
Suriname,Avocados Production (tonnes),4159849.5200000005,121451,831969.9040000001
Suriname,Bananas  Production (tonnes),19912397.334,121451,3982479.4668
Suriname,Cocoa beans Production (tonnes),74139612.32199998,121451,14827922.464399997
Suriname,"Coffee, green Production (tonnes)",19575745.617999997,121451,3915149.1235999996
Suriname,Grapes  Production (tonnes),138776596.64,121451,27755319.327999998
Suriname,Maize Production (tonnes),15551,121451,3110.2000000000003
Suriname,"Meat, chicken  Production (tonnes)",77940332,121451,15588066.4
Suriname,Oranges  Production (tonnes),293090424.5219998,121451,58618084.90439996
Suriname,Palm oil  Production (tonnes),32836400.25999999,121451,6567280.051999998
Suriname,"Peas, dry Production (tonnes)",48993974.35000001,121451,9798794.870000003
Suriname,Potatoes  Production (tonnes),597847065,121451,119569413
Suriname,Rice  Production (tonnes),875188845.7660002,121451,175037769.15320003
Suriname,Rye  Production (tonnes),72642725.20599996,121451,14528545.041199991
Suriname,Soybeans  Production (tonnes),1705301971.4539993,121451,341060394.29079986
Suriname,Sugar cane Production (tonnes),532525090.88600004,121451,106505018.17720002
Suriname,Sunflower seed  Production (tonnes),364915635.446,121451,72983127.0892
Suriname,Sweet potatoes  Production (tonnes),572125129.226,121451,114425025.8452
Suriname,Tea  Production (tonnes),1777224,121451,355444.80000000005
Suriname,Tomatoes Production (tonnes),9256060.930000002,121451,1851212.1860000005
Suriname,Wheat Production (tonnes),91029820,121451,18205964
Suriname,Yams  Production (tonnes),703263807.924,121451,140652761.5848
Sweden,Apples Production (tonnes),17233780.799999997,8078,3446756.1599999997
Sweden,Avocados Production (tonnes),307889.866,8078,61577.9732
Sweden,Bananas  Production (tonnes),387877.92000000004,8078,77575.58400000002
Sweden,Cocoa beans Production (tonnes),129108.00000000001,8078,25821.600000000006
Sweden,"Coffee, green Production (tonnes)",820122.6000000001,8078,164024.52000000002
Sweden,Grapes  Production (tonnes),4547544,8078,909508.8
Sweden,Maize Production (tonnes),43300,8078,8660
Sweden,"Meat, chicken  Production (tonnes)",1507.71,8078,301.54200000000003
Sweden,Oranges  Production (tonnes),115123.33399999997,8078,23024.666799999995
Sweden,Palm oil  Production (tonnes),72027.8,8078,14405.560000000001
Sweden,"Peas, dry Production (tonnes)",1085719,8078,217143.80000000002
Sweden,Potatoes  Production (tonnes),6551,8078,1310.2
Sweden,Rice  Production (tonnes),5665749,8078,1133149.8
Sweden,Rye  Production (tonnes),116741.11,8078,23348.222
Sweden,Soybeans  Production (tonnes),22216955,8078,4443391
Sweden,Sugar cane Production (tonnes),3849947.8,8078,769989.56
Sweden,Sunflower seed  Production (tonnes),3953833.6,8078,790766.7200000001
Sweden,Sweet potatoes  Production (tonnes),348996.4,8078,69799.28000000001
Sweden,Tea  Production (tonnes),2895567,8078,579113.4
Sweden,Tomatoes Production (tonnes),549314,8078,109862.8
Sweden,Wheat Production (tonnes),64645,8078,12929
Sweden,Yams  Production (tonnes),52787880.426,8078,10557576.0852
Switzerland,Apples Production (tonnes),186598045.886,121451,37319609.177200004
Switzerland,Avocados Production (tonnes),6238870.9799999995,121451,1247774.196
Switzerland,Bananas  Production (tonnes),242102217.40199998,121451,48420443.480399996
Switzerland,Cocoa beans Production (tonnes),4163071.2160000005,121451,832614.2432000001
Switzerland,"Coffee, green Production (tonnes)",15218454.113999998,121451,3043690.8227999997
Switzerland,Grapes  Production (tonnes),100233605.64199999,121451,20046721.128399998
Switzerland,Maize Production (tonnes),8608071,121451,1721614.2000000002
Switzerland,"Meat, chicken  Production (tonnes)",260678.71,121451,52135.742
Switzerland,Oranges  Production (tonnes),58803912.87000001,121451,11760782.574000003
Switzerland,Palm oil  Production (tonnes),28730917.28800001,121451,5746183.457600002
Switzerland,"Peas, dry Production (tonnes)",41472231.99999999,121451,8294446.3999999985
Switzerland,Potatoes  Production (tonnes),131871942,121451,26374388.400000002
Switzerland,Rice  Production (tonnes),1351795314.028,121451,270359062.80560005
Switzerland,Rye  Production (tonnes),167802464.44199994,121451,33560492.88839999
Switzerland,Soybeans  Production (tonnes),879248342.7380005,121451,175849668.54760012
Switzerland,Sugar cane Production (tonnes),5823597755.084099,121451,1164719551.0168197
Switzerland,Sunflower seed  Production (tonnes),49854057.063999996,121451,9970811.4128
Switzerland,Sweet potatoes  Production (tonnes),29685338.811999995,121451,5937067.762399999
Switzerland,Tea  Production (tonnes),5964631,121451,1192926.2
Switzerland,Tomatoes Production (tonnes),10211804.6,121451,2042360.92
Switzerland,Wheat Production (tonnes),1748224161,121451,349644832.20000005
Switzerland,Yams  Production (tonnes),546737626.7139999,121451,109347525.34279998
Syria,Apples Production (tonnes),59561827.452000014,121451,11912365.490400003
Syria,Avocados Production (tonnes),11079325.094,121451,2215865.0188
Syria,Bananas  Production (tonnes),30713951.062000006,121451,6142790.2124000015
Syria,Cocoa beans Production (tonnes),2002269.876,121451,400453.9752
Syria,"Coffee, green Production (tonnes)",21559715.829999994,121451,4311943.165999999
Syria,Grapes  Production (tonnes),294235716.5260001,121451,58847143.30520002
Syria,Maize Production (tonnes),7283678,121451,1456735.6
Syria,"Meat, chicken  Production (tonnes)",8091.94,121451,1618.388
Syria,Oranges  Production (tonnes),167524829.19799995,121451,33504965.839599993
Syria,Palm oil  Production (tonnes),31756334.60000001,121451,6351266.920000002
Syria,"Peas, dry Production (tonnes)",105903268.97000003,121451,21180653.794000007
Syria,Potatoes  Production (tonnes),532609113,121451,106521822.60000001
Syria,Rice  Production (tonnes),560439879.9280001,121451,112087975.98560002
Syria,Rye  Production (tonnes),11356466.390000002,121451,2271293.2780000004
Syria,Soybeans  Production (tonnes),1906394858.5219996,121451,381278971.70439994
Syria,Sugar cane Production (tonnes),3943532442.864001,121451,788706488.5728002
Syria,Sunflower seed  Production (tonnes),114199023.0119999,121451,22839804.602399983
Syria,Sweet potatoes  Production (tonnes),336557410.29199994,121451,67311482.05839999
Syria,Tea  Production (tonnes),4630157,121451,926031.4
Syria,Tomatoes Production (tonnes),2046959.92,121451,409391.984
Syria,Wheat Production (tonnes),3589241933,121451,717848386.6
Syria,Yams  Production (tonnes),504487819.40199995,121451,100897563.8804
Taiwan,Apples Production (tonnes),34035784.196,121451,6807156.839200001
Taiwan,Avocados Production (tonnes),4423590.716,121451,884718.1432
Taiwan,Bananas  Production (tonnes),49433789.113999985,121451,9886757.822799997
Taiwan,Cocoa beans Production (tonnes),117675571.07200003,121451,23535114.21440001
Taiwan,"Coffee, green Production (tonnes)",9981465.660000002,121451,1996293.1320000004
Taiwan,Grapes  Production (tonnes),214912134.182,121451,42982426.8364
Taiwan,Maize Production (tonnes),10722180,121451,2144436
Taiwan,"Meat, chicken  Production (tonnes)",48064.6,121451,9612.92
Taiwan,Oranges  Production (tonnes),341008804.82600015,121451,68201760.96520004
Taiwan,Palm oil  Production (tonnes),5934445.400000001,121451,1186889.0800000003
Taiwan,"Peas, dry Production (tonnes)",75382977.26199998,121451,15076595.452399997
Taiwan,Potatoes  Production (tonnes),3187224314,121451,637444862.8000001
Taiwan,Rice  Production (tonnes),125891041.90800002,121451,25178208.381600007
Taiwan,Rye  Production (tonnes),11323081.079999998,121451,2264616.2159999995
Taiwan,Soybeans  Production (tonnes),4107108224.0519986,121451,821421644.8103998
Taiwan,Sugar cane Production (tonnes),539629011.316,121451,107925802.2632
Taiwan,Sunflower seed  Production (tonnes),212019329.72599998,121451,42403865.945199996
Taiwan,Sweet potatoes  Production (tonnes),76370847.77,121451,15274169.554
Taiwan,Tea  Production (tonnes),8140753,121451,1628150.6
Taiwan,Tomatoes Production (tonnes),103346.31999999999,121451,20669.264
Taiwan,Wheat Production (tonnes),536020421,121451,107204084.2
Taiwan,Yams  Production (tonnes),1068041440.6000001,121451,213608288.12000003
Tajikistan,Apples Production (tonnes),28046221.94000001,60195,5609244.388000002
Tajikistan,Avocados Production (tonnes),507809.7400000001,60195,101561.94800000003
Tajikistan,Bananas  Production (tonnes),20084856.939999994,60195,4016971.387999999
Tajikistan,Cocoa beans Production (tonnes),115089,60195,23017.800000000003
Tajikistan,"Coffee, green Production (tonnes)",3899897.6780000003,60195,779979.5356000001
Tajikistan,Grapes  Production (tonnes),187391022.6,60195,37478204.52
Tajikistan,Maize Production (tonnes),3703360,60195,740672
Tajikistan,"Meat, chicken  Production (tonnes)",8090,60195,1618
Tajikistan,Oranges  Production (tonnes),93314764.84000003,60195,18662952.968000006
Tajikistan,Palm oil  Production (tonnes),3852858.6,60195,770571.7200000001
Tajikistan,"Peas, dry Production (tonnes)",8215109.399999998,60195,1643021.8799999997
Tajikistan,Potatoes  Production (tonnes),3842229356,60195,768445871.2
Tajikistan,Rice  Production (tonnes),147127453.26000002,60195,29425490.652000006
Tajikistan,Rye  Production (tonnes),7368812.335999999,60195,1473762.4671999998
Tajikistan,Soybeans  Production (tonnes),3472520.7360000005,60195,694504.1472000001
Tajikistan,Sugar cane Production (tonnes),263563960.608,60195,52712792.1216
Tajikistan,Sunflower seed  Production (tonnes),38218554.567999996,60195,7643710.9136
Tajikistan,Sweet potatoes  Production (tonnes),40753187.2228,60195,8150637.444560001
Tajikistan,Tea  Production (tonnes),12249171,60195,2449834.2
Tajikistan,Tomatoes Production (tonnes),85236.98,60195,17047.396
Tajikistan,Wheat Production (tonnes),189026860,60195,37805372
Tajikistan,Yams  Production (tonnes),216767.80000000002,60195,43353.560000000005
Tanzania,Apples Production (tonnes),42747317.21,121451,8549463.442
Tanzania,Avocados Production (tonnes),4915303.833999997,121451,983060.7667999994
Tanzania,Bananas  Production (tonnes),32592102.107999995,121451,6518420.421599999
Tanzania,Cocoa beans Production (tonnes),15033474.406,121451,3006694.8812
Tanzania,"Coffee, green Production (tonnes)",7487066.523999998,121451,1497413.3047999998
Tanzania,Grapes  Production (tonnes),120136547.698,121451,24027309.5396
Tanzania,Maize Production (tonnes),167766252,121451,33553250.400000002
Tanzania,"Meat, chicken  Production (tonnes)",23478.71,121451,4695.742
Tanzania,Oranges  Production (tonnes),85676506.94999999,121451,17135301.389999997
Tanzania,Palm oil  Production (tonnes),18180535.771999996,121451,3636107.1543999994
Tanzania,"Peas, dry Production (tonnes)",10856658.98,121451,2171331.796
Tanzania,Potatoes  Production (tonnes),1845970352,121451,369194070.40000004
Tanzania,Rice  Production (tonnes),707423521.0399998,121451,141484704.20799997
Tanzania,Rye  Production (tonnes),38556766.747999996,121451,7711353.349599999
Tanzania,Soybeans  Production (tonnes),309982048.322,121451,61996409.66440001
Tanzania,Sugar cane Production (tonnes),1554349458.3399994,121451,310869891.6679999
Tanzania,Sunflower seed  Production (tonnes),23071425.183999997,121451,4614285.0368
Tanzania,Sweet potatoes  Production (tonnes),18989870.6976,121451,3797974.13952
Tanzania,Tea  Production (tonnes),5097151,121451,1019430.2000000001
Tanzania,Tomatoes Production (tonnes),2361100.4,121451,472220.08
Tanzania,Wheat Production (tonnes),682764689,121451,136552937.8
