Entity,Food Category,Sum of Production Value,Sum of Year,Target
Middle Africa (FAO),Rye  Production (tonnes),132944405.71000007,121451,26588881.142000016
Middle Africa (FAO),Soybeans  Production (tonnes),4465373.88,121451,893074.7760000001
Middle Africa (FAO),Sugar cane Production (tonnes),165918454.6,121451,33183690.92
Middle Africa (FAO),Sunflower seed  Production (tonnes),123833654.59999996,121451,24766730.919999994
Middle Africa (FAO),Sweet potatoes  Production (tonnes),152674.59999999998,121451,30534.92
Middle Africa (FAO),Tea  Production (tonnes),876489,121451,175297.80000000002
Middle Africa (FAO),Tomatoes Production (tonnes),33074204.460000005,121451,6614840.892000001
Middle Africa (FAO),Wheat Production (tonnes),84150662,121451,16830132.400000002
Middle Africa (FAO),Yams  Production (tonnes),4684855.600000001,121451,936971.1200000001
Moldova,Apples Production (tonnes),190911383.8,60195,38182276.760000005
Moldova,Avocados Production (tonnes),2382521.609999998,60195,476504.32199999964
Moldova,Bananas  Production (tonnes),171136358.5,60195,34227271.7
Moldova,Cocoa beans Production (tonnes),27875.940000000002,60195,5575.188000000001
Moldova,"Coffee, green Production (tonnes)",127737.81999999999,60195,25547.564
Moldova,Grapes  Production (tonnes),1880288774,60195,376057754.8
Moldova,Maize Production (tonnes),41424703,60195,8284940.600000001
Moldova,"Meat, chicken  Production (tonnes)",23731533.31,60195,4746306.662
Moldova,Oranges  Production (tonnes),6595,60195,1319
Moldova,Palm oil  Production (tonnes),11287477.400000002,60195,2257495.4800000004
Moldova,"Peas, dry Production (tonnes)",48472.130000000005,60195,9694.426000000001
Moldova,Potatoes  Production (tonnes),54076,60195,10815.2
Moldova,Rice  Production (tonnes),241100623,60195,48220124.6
Moldova,Rye  Production (tonnes),38880366.515999995,60195,7776073.303199999
Moldova,Soybeans  Production (tonnes),3217675,60195,643535
Moldova,Sugar cane Production (tonnes),559985264,60195,111997052.80000001
Moldova,Sunflower seed  Production (tonnes),401472,60195,80294.40000000001
Moldova,Sweet potatoes  Production (tonnes),124546.62,60195,24909.324
Moldova,Tea  Production (tonnes),673099,60195,134619.80000000002
Moldova,Tomatoes Production (tonnes),217186906.5,60195,43437381.300000004
Moldova,Wheat Production (tonnes),71538527,60195,14307705.4
Moldova,Yams  Production (tonnes),565251.056,60195,113050.2112
Montenegro,Apples Production (tonnes),449948572,32216,89989714.4
Montenegro,Avocados Production (tonnes),2032965.468,32216,406593.0936
Montenegro,Bananas  Production (tonnes),24441952,32216,4888390.4
Montenegro,Cocoa beans Production (tonnes),96847.00000000003,32216,19369.400000000005
Montenegro,"Coffee, green Production (tonnes)",46197.42,32216,9239.484
Montenegro,Grapes  Production (tonnes),463400,32216,92680
Montenegro,Maize Production (tonnes),44479,32216,8895.800000000001
Montenegro,"Meat, chicken  Production (tonnes)",9280428.35,32216,1856085.67
Montenegro,Oranges  Production (tonnes),12245,32216,2449
Montenegro,Palm oil  Production (tonnes),730847.9560000001,32216,146169.59120000002
Montenegro,"Peas, dry Production (tonnes)",43673.840000000004,32216,8734.768000000002
Montenegro,Potatoes  Production (tonnes),4051090,32216,810218
Montenegro,Rice  Production (tonnes),245546251,32216,49109250.2
Montenegro,Rye  Production (tonnes),57059933.8,32216,11411986.76
Montenegro,Soybeans  Production (tonnes),2772064.4199999995,32216,554412.884
Montenegro,Sugar cane Production (tonnes),292987274,32216,58597454.800000004
Montenegro,Sunflower seed  Production (tonnes),656571.6000000001,32216,131314.32000000004
Montenegro,Sweet potatoes  Production (tonnes),146086,32216,29217.2
Montenegro,Tea  Production (tonnes),66484,32216,13296.800000000001
Montenegro,Tomatoes Production (tonnes),261174873,32216,52234974.6
Montenegro,Wheat Production (tonnes),23945842,32216,4789168.4
Montenegro,Yams  Production (tonnes),1067554.352,32216,213510.8704
Morocco,Apples Production (tonnes),2470515424,121451,494103084.8
Morocco,Avocados Production (tonnes),2574929.268,121451,514985.85360000003
Morocco,Bananas  Production (tonnes),1532576.7199999997,121451,306515.344
Morocco,Cocoa beans Production (tonnes),8846339.450000001,121451,1769267.8900000004
Morocco,"Coffee, green Production (tonnes)",396771.4859999998,121451,79354.29719999997
Morocco,Grapes  Production (tonnes),26703160.53,121451,5340632.106000001
Morocco,Maize Production (tonnes),14544206,121451,2908841.2
Morocco,"Meat, chicken  Production (tonnes)",138006099.60000002,121451,27601219.920000006
Morocco,Oranges  Production (tonnes),35057.05,121451,7011.410000000001
Morocco,Palm oil  Production (tonnes),6772640.427999999,121451,1354528.0855999999
Morocco,"Peas, dry Production (tonnes)",57423.51,121451,11484.702000000001
Morocco,Potatoes  Production (tonnes),18480727,121451,3696145.4000000004
Morocco,Rice  Production (tonnes),139510287,121451,27902057.400000002
Morocco,Rye  Production (tonnes),332870567.49799997,121451,66574113.49959999
Morocco,Soybeans  Production (tonnes),23521726,121451,4704345.2
Morocco,Sugar cane Production (tonnes),22497359288,121451,4499471857.6
Morocco,Sunflower seed  Production (tonnes),40502302.608,121451,8100460.521600001
Morocco,Sweet potatoes  Production (tonnes),1537197.1400000001,121451,307439.428
Morocco,Tea  Production (tonnes),10170457,121451,2034091.4000000001
Morocco,Tomatoes Production (tonnes),99185032,121451,19837006.400000002
Morocco,Wheat Production (tonnes),22554479,121451,4510895.8
Morocco,Yams  Production (tonnes),216803843.89600018,121451,43360768.77920004
Mozambique,Apples Production (tonnes),12858000.91,121451,2571600.182
Mozambique,Avocados Production (tonnes),6834479.244,121451,1366895.8488
Mozambique,Bananas  Production (tonnes),2524622.5,121451,504924.5
Mozambique,Cocoa beans Production (tonnes),36045417.45800002,121451,7209083.491600004
Mozambique,"Coffee, green Production (tonnes)",7432446.505999996,121451,1486489.3011999994
Mozambique,Grapes  Production (tonnes),17780083.999999996,121451,3556016.7999999993
Mozambique,Maize Production (tonnes),49752853,121451,9950570.6
Mozambique,"Meat, chicken  Production (tonnes)",268044275.31,121451,53608855.06200001
Mozambique,Oranges  Production (tonnes),918554.32,121451,183710.864
Mozambique,Palm oil  Production (tonnes),4642044.606000002,121451,928408.9212000003
Mozambique,"Peas, dry Production (tonnes)",413863.47,121451,82772.694
Mozambique,Potatoes  Production (tonnes),1342913,121451,268582.60000000003
Mozambique,Rice  Production (tonnes),2009783,121451,401956.60000000003
Mozambique,Rye  Production (tonnes),66047962.59800002,121451,13209592.519600004
Mozambique,Soybeans  Production (tonnes),4441414.4399999995,121451,888282.8879999999
Mozambique,Sugar cane Production (tonnes),24935563648,121451,4987112729.6
Mozambique,Sunflower seed  Production (tonnes),51836141.54800001,121451,10367228.309600003
Mozambique,Sweet potatoes  Production (tonnes),3970872.02,121451,794174.4040000001
Mozambique,Tea  Production (tonnes),13452506,121451,2690501.2
Mozambique,Tomatoes Production (tonnes),7779448.19,121451,1555889.6380000003
Mozambique,Wheat Production (tonnes),26525,121451,5305
Mozambique,Yams  Production (tonnes),516443548.96599996,121451,103288709.7932
Myanmar,Apples Production (tonnes),352139.868,121451,70427.97360000001
Myanmar,Avocados Production (tonnes),3380045.3460000013,121451,676009.0692000003
Myanmar,Bananas  Production (tonnes),4162667.93,121451,832533.5860000001
Myanmar,Cocoa beans Production (tonnes),18946113.044,121451,3789222.6088
Myanmar,"Coffee, green Production (tonnes)",15858621.066000003,121451,3171724.213200001
Myanmar,Grapes  Production (tonnes),66653872.63800001,121451,13330774.527600003
Myanmar,Maize Production (tonnes),36033560,121451,7206712
Myanmar,"Meat, chicken  Production (tonnes)",476060.93999999994,121451,95212.188
Myanmar,Oranges  Production (tonnes),699658.8200000001,121451,139931.76400000002
Myanmar,Palm oil  Production (tonnes),2437890.6360000004,121451,487578.1272000001
Myanmar,"Peas, dry Production (tonnes)",1933223.3200000003,121451,386644.6640000001
Myanmar,Potatoes  Production (tonnes),2993392,121451,598678.4
Myanmar,Rice  Production (tonnes),1940145.45,121451,388029.09
Myanmar,Rye  Production (tonnes),54705010.488,121451,10941002.0976
Myanmar,Soybeans  Production (tonnes),449155930.96,121451,89831186.192
Myanmar,Sugar cane Production (tonnes),6632028812,121451,1326405762.4
Myanmar,Sunflower seed  Production (tonnes),138571695.5,121451,27714339.1
Myanmar,Sweet potatoes  Production (tonnes),23884543.700000003,121451,4776908.740000001
Myanmar,Tea  Production (tonnes),17637249,121451,3527449.8000000003
Myanmar,Tomatoes Production (tonnes),1194923.22,121451,238984.644
Myanmar,Wheat Production (tonnes),83920227,121451,16784045.400000002
Myanmar,Yams  Production (tonnes),174265043.68200004,121451,34853008.73640001
Namibia,Apples Production (tonnes),339819963.034,121451,67963992.6068
Namibia,Avocados Production (tonnes),9449287.162,121451,1889857.4324000003
Namibia,Bananas  Production (tonnes),47297573,121451,9459514.6
Namibia,Cocoa beans Production (tonnes),4061732.828000002,121451,812346.5656000004
Namibia,"Coffee, green Production (tonnes)",38181527.63000001,121451,7636305.526000002
Namibia,Grapes  Production (tonnes),364853274.994,121451,72970654.99880001
Namibia,Maize Production (tonnes),2120922,121451,424184.4
Namibia,"Meat, chicken  Production (tonnes)",1371053.26,121451,274210.652
Namibia,Oranges  Production (tonnes),10631010.23,121451,2126202.046
Namibia,Palm oil  Production (tonnes),39643309.36799999,121451,7928661.873599999
Namibia,"Peas, dry Production (tonnes)",149654816.76,121451,29930963.351999998
Namibia,Potatoes  Production (tonnes),624098958,121451,124819791.60000001
Namibia,Rice  Production (tonnes),22683609.599999998,121451,4536721.92
Namibia,Rye  Production (tonnes),156451926.63199988,121451,31290385.32639998
Namibia,Soybeans  Production (tonnes),8500710781,121451,1700142156.2
Namibia,Sugar cane Production (tonnes),3271428845,121451,654285769
Namibia,Sunflower seed  Production (tonnes),50967912.948,121451,10193582.5896
Namibia,Sweet potatoes  Production (tonnes),53193433.25000001,121451,10638686.650000002
Namibia,Tea  Production (tonnes),7589269,121451,1517853.8
Namibia,Tomatoes Production (tonnes),4007673.4499999997,121451,801534.69
Namibia,Wheat Production (tonnes),708196713,121451,141639342.6
Namibia,Yams  Production (tonnes),82017459.71999995,121451,16403491.94399999
Nepal,Apples Production (tonnes),450942249.8120001,121451,90188449.96240002
Nepal,Avocados Production (tonnes),17348315.75,121451,3469663.1500000004
Nepal,Bananas  Production (tonnes),28576303,121451,5715260.600000001
Nepal,Cocoa beans Production (tonnes),15636926.096000005,121451,3127385.219200001
Nepal,"Coffee, green Production (tonnes)",55528959.154000014,121451,11105791.830800004
Nepal,Grapes  Production (tonnes),98658161.42999996,121451,19731632.285999995
Nepal,Maize Production (tonnes),81408058,121451,16281611.600000001
Nepal,"Meat, chicken  Production (tonnes)",3021444.51,121451,604288.902
Nepal,Oranges  Production (tonnes),27139649.950000003,121451,5427929.990000001
Nepal,Palm oil  Production (tonnes),12948197.759999994,121451,2589639.551999999
Nepal,"Peas, dry Production (tonnes)",611404406,121451,122280881.2
Nepal,Potatoes  Production (tonnes),819128996,121451,163825799.20000002
Nepal,Rice  Production (tonnes),2943963.89,121451,588792.778
Nepal,Rye  Production (tonnes),128572009.10000001,121451,25714401.820000004
Nepal,Soybeans  Production (tonnes),4164526,121451,832905.2000000001
Nepal,Sugar cane Production (tonnes),11800473804,121451,2360094760.8
Nepal,Sunflower seed  Production (tonnes),182408962.25999996,121451,36481792.45199999
Nepal,Sweet potatoes  Production (tonnes),3189357.8,121451,637871.56
Nepal,Tea  Production (tonnes),9858232,121451,1971646.4000000001
Nepal,Tomatoes Production (tonnes),52198160.629999995,121451,10439632.126
Nepal,Wheat Production (tonnes),1042596308,121451,208519261.60000002
Nepal,Yams  Production (tonnes),160056251.59000006,121451,32011250.318000015
Net Food Importing Developing Countries (FAO),Apples Production (tonnes),192150801.07999992,121451,38430160.21599998
Net Food Importing Developing Countries (FAO),Avocados Production (tonnes),7157111.35,121451,1431422.27
Net Food Importing Developing Countries (FAO),Bananas  Production (tonnes),2222596.31,121451,444519.26200000005
Net Food Importing Developing Countries (FAO),Cocoa beans Production (tonnes),7073264.506,121451,1414652.9012000002
Net Food Importing Developing Countries (FAO),"Coffee, green Production (tonnes)",22111443.768,121451,4422288.7536
Net Food Importing Developing Countries (FAO),Grapes  Production (tonnes),36559856.934,121451,7311971.3868
Net Food Importing Developing Countries (FAO),Maize Production (tonnes),2098474696,121451,419694939.20000005
Net Food Importing Developing Countries (FAO),"Meat, chicken  Production (tonnes)",33558402.8,121451,6711680.56
Net Food Importing Developing Countries (FAO),Oranges  Production (tonnes),13001331.03,121451,2600266.2060000002
Net Food Importing Developing Countries (FAO),Palm oil  Production (tonnes),30880513.820000008,121451,6176102.764000002
Net Food Importing Developing Countries (FAO),"Peas, dry Production (tonnes)",652769.1200000001,121451,130553.82400000002
Net Food Importing Developing Countries (FAO),Potatoes  Production (tonnes),45320000,121451,9064000
Net Food Importing Developing Countries (FAO),Rice  Production (tonnes),32698,121451,6539.6
Net Food Importing Developing Countries (FAO),Rye  Production (tonnes),51455718.121999994,121451,10291143.6244
Net Food Importing Developing Countries (FAO),Soybeans  Production (tonnes),5765658.760000001,121451,1153131.752
Net Food Importing Developing Countries (FAO),Sugar cane Production (tonnes),5629082070,121451,1125816414
Net Food Importing Developing Countries (FAO),Sunflower seed  Production (tonnes),24328687.59999998,121451,4865737.519999996
Net Food Importing Developing Countries (FAO),Sweet potatoes  Production (tonnes),1146678.89,121451,229335.778
Net Food Importing Developing Countries (FAO),Tea  Production (tonnes),1004645,121451,200929
Net Food Importing Developing Countries (FAO),Tomatoes Production (tonnes),751595428,121451,150319085.6
Net Food Importing Developing Countries (FAO),Wheat Production (tonnes),365193064,121451,73038612.8
Net Food Importing Developing Countries (FAO),Yams  Production (tonnes),219147660.932,121451,43829532.186400004
Netherlands,Apples Production (tonnes),50663013.554000005,121451,10132602.710800001
Netherlands,Avocados Production (tonnes),21478083.486,121451,4295616.6972
Netherlands,Bananas  Production (tonnes),1806409.05,121451,361281.81000000006
Netherlands,Cocoa beans Production (tonnes),2418799.1400000006,121451,483759.82800000015
Netherlands,"Coffee, green Production (tonnes)",5945215.430000002,121451,1189043.0860000004
